train_loss,val_loss
2.2078235,2.4969552
2.1188488,2.5347085
2.105056,2.475344
2.0826087,2.4433792
2.0799987,2.4394073
2.0742834,2.4662702
2.0595481,2.4652588
2.0507753,2.4343452
2.0420134,2.485914
2.0373278,2.397466
2.0294538,2.4893882
2.0264556,2.4705129
2.0110095,2.4017127
2.0071628,2.3997157
1.994149,2.407269
1.9820778,2.4799628
1.97595,2.4822323
1.9682899,2.5088391
1.9454979,2.4532685
1.933949,2.5288074
1.9221903,2.731274
1.9095441,2.5484886
1.8876352,2.6859407
1.8638546,2.588272
1.8356287,2.6504462
1.8233236,2.561324
1.8066703,2.7412503
1.7792033,2.780337
1.7386606,2.7219324
1.7113435,2.6385326
1.6703428,2.7972622
1.6528883,2.8575907
1.600917,2.8215504
