train_loss,val_loss
3.03312,3.2252915
2.7259974,2.920846
2.5065145,2.8594432
2.4680488,2.7704158
2.4042974,2.7525287
2.3570213,2.8501897
2.3247893,2.7569065
2.3302195,2.7638748
2.332386,2.743067
2.301288,2.7533987
2.2985146,2.840914
2.306766,2.7662625
2.2966075,2.7613752
2.2883773,2.850715
2.3173106,2.7414024
2.268368,2.8374982
2.2759812,2.7913687
2.2476082,2.7813716
2.2445672,2.86807
2.2289689,2.80447
2.2237153,2.8155415
2.2704287,2.764217
2.2235987,2.834033
2.2444067,2.8192246
2.232062,2.7447042
2.2395203,2.7898922
2.2495036,2.8343601
2.252923,2.7676575
2.2707984,2.8323963
2.2478085,2.7564504
2.2470138,2.825423
2.1806867,2.7912807
2.2307515,2.7758675
2.2736192,2.934853
2.2646813,2.741693
2.2364624,2.8550746
2.2775369,2.7600048
2.253328,2.815239
2.2437136,2.7581384
2.2305994,2.8097231
2.2318575,2.8671277
2.204087,2.8263695
2.206769,2.7680368
2.2257118,2.8636265
2.2515323,2.8845005
