train_loss,val_loss
3.3368928,3.2469592
3.226684,3.2463984
3.0643923,3.2359884
3.07404,3.2369676
3.0541766,3.2346947
3.064492,3.2396588
3.052689,3.2356184
3.0491133,3.2339127
3.0473847,3.2331433
3.0457306,3.2326903
3.045142,3.2322593
3.0443344,3.2321908
3.0439284,3.2322323
3.0437927,3.2323887
3.043199,3.2320418
3.0425808,3.2317054
3.0421443,3.2305434
3.0413098,3.2319486
3.0406823,3.2287018
3.0405753,3.2346208
3.0398798,3.2296052
3.0426567,3.2309134
3.0373883,3.2253668
3.0421293,3.230874
3.0380201,3.2248266
3.0418875,3.2303724
3.0457125,3.2304251
3.0422378,3.2265208
3.0355248,3.2264218
