train_loss,val_loss
2.9647825,2.9809434
2.6598434,2.8203096
2.5572522,2.9002838
2.4825554,2.908814
2.4248693,2.7835624
2.435341,2.9163086
2.3923273,2.777643
2.364196,3.1678433
2.3682568,2.7964551
2.334705,2.8243434
2.3110836,2.816728
2.285159,2.9311461
2.3178587,2.7113047
2.353382,2.8486316
2.3372545,2.9321082
2.313064,2.8675368
2.3240933,2.8412132
2.391391,2.7772598
2.352594,2.8502092
2.3455062,2.824762
2.3216512,2.9172404
2.312963,2.8334832
2.3376107,2.8869867
2.384467,2.9250076
2.3768203,2.94946
2.3286276,2.835622
2.3517764,2.8559868
2.3606658,2.8368244
2.3928406,2.8896286
2.379893,2.879804
2.3827677,2.8973882
2.3382382,2.9120977
2.3560214,2.8791647
2.3500516,2.9595146
2.369205,2.9155023
2.3506556,2.830246
2.3539321,2.8450382
2.3608766,2.8899345
2.3675203,3.0935762
2.340155,2.972665
2.3826323,3.0522375
2.4045947,2.8539097
2.319322,2.8862586
2.3778462,2.8981423
2.343735,2.9937336
