train_loss,val_loss
3.4412575,3.2530892
3.057174,3.2267685
3.404257,3.295904
3.0631282,3.2349102
3.0535133,3.235688
3.0399656,3.2245407
3.0397804,3.2224956
3.033333,3.2205238
3.029214,3.223698
3.0296805,3.2220354
3.0300066,3.2216291
3.027032,3.2201173
3.0255625,3.220068
3.0249705,3.21948
3.0238154,3.2206872
3.023871,3.2192628
3.126511,3.2292252
3.0233066,3.2213247
3.0204706,3.215938
3.020219,3.2140977
3.4220989,3.2573302
3.054542,3.230301
3.0371747,3.224818
3.340562,3.2368298
3.043846,3.2293415
3.0369089,3.2256596
3.0409226,3.227494
