train_loss,val_loss
4.0039277,3.886765
3.4028513,4.3057404
3.2607706,4.8454533
3.1321652,4.024495
2.965262,3.5567017
2.7390153,3.3557448
2.819698,3.3455443
2.5978355,3.2295551
2.5592544,3.2150667
2.551027,3.1960344
2.5547028,3.1902568
2.5473723,3.182349
2.53751,3.166642
2.5309534,3.1758003
2.5253458,3.15193
2.5059724,3.1556053
2.4925764,3.141467
2.4726696,3.1260085
2.4430032,3.1297143
2.4202821,3.1114702
2.432727,3.1449158
2.3633068,3.1299868
2.3177798,3.1234415
2.284425,3.1445873
2.250433,3.1438766
2.2157176,3.149342
2.1627448,3.1429174
2.1312592,3.1363552
2.077238,3.110911
2.038355,3.1429026
1.9847411,3.1490152
1.9485412,3.1286538
1.8900207,3.1486213
1.8524063,3.1350126
1.8060328,3.1266754
1.7496088,3.1385233
1.698088,3.1152148
1.6541393,3.088989
1.6062523,3.0966716
2.3979125,2.6998131
2.3586447,2.6935434
2.3388045,2.6823723
2.3198183,2.6737454
2.3027349,2.6670542
2.2867959,2.6613433
2.271649,2.656496
2.256976,2.6525555
2.2424624,2.649004
2.2280903,2.64607
2.2135687,2.6437626
2.1992211,2.641709
2.1845708,2.6399434
2.170145,2.638724
2.155532,2.6375098
2.1408243,2.636878
2.1260912,2.6363134
2.111317,2.6358407
2.09628,2.6358778
