train_loss,val_loss
2.926509,4.1086597
3.1306803,3.809547
3.1028724,3.758886
3.0177846,3.636168
2.9590662,3.9162376
2.9618516,3.844582
3.0812137,3.9013624
2.99082,3.7763586
3.081228,3.59885
2.843523,3.6877458
3.0390005,3.5819523
2.0021415,3.2505348
1.56411,3.2761526
1.6586198,3.3910055
1.5763394,3.3725553
1.4880918,3.308881
1.6641457,3.2103627
2.265491,4.144962
2.687307,3.1583447
2.1771398,4.096151
2.9181159,3.619339
2.3570867,5.134316
2.2572227,3.9687421
2.011866,3.4357815
1.832753,4.345212
2.1822503,3.9614506
2.017806,3.6869152
1.847878,4.3222713
1.5952333,3.6993165
1.8131804,3.8317182
1.7610465,3.0167623
1.9404749,3.5350778
1.7105583,3.8487265
1.6792217,3.5396118
1.5222104,3.0496082
1.4862789,3.038034
1.6693562,4.0202007
1.579121,3.9966002
1.618405,3.6287854
1.6349683,4.0180316
1.6031126,4.061181
1.6501075,4.383828
1.6110735,4.1584496
1.6018505,3.8945234
1.5971392,3.945444
1.5480613,3.7711816
1.6022079,4.1196465
1.5365561,3.7798896
1.5611504,4.447804
1.5766269,4.249579
1.5125101,3.9200623
1.5592676,3.8108842
1.6002302,3.422348
1.5038772,4.151174
1.4983411,3.775749
1.4807662,3.7862992
1.5626185,3.8957589
1.5358394,3.8124046
1.6064024,3.9954908
1.6062833,3.3157175
1.5482802,4.06103
1.5692834,4.03753
1.6278094,4.193634
1.6188008,4.103403
1.5047464,4.3925056
1.5385098,3.992977
1.5282254,4.229261
1.5410578,4.1520314
1.5941756,4.0398192
1.547905,4.1727705
1.5596286,3.6990888
1.4534442,4.058301
1.4273559,4.218453
1.5616753,4.2238398
1.5929292,4.375672
1.3688253,3.4756994
1.4749725,4.076319
1.4816886,4.0914044
1.441232,3.7831838
1.3992769,3.840668
1.3508329,3.672905
1.3428096,4.0681453
1.4798054,3.8135996
1.4329336,4.087457
1.445568,3.7823691
1.4818833,4.0870633
1.4738286,4.1528287
1.4551932,3.83482
1.4528732,4.01103
1.5081867,3.6742468
