train_loss,val_loss
3.0330753,3.2029448
2.9985805,3.277948
2.9424243,3.2885413
2.875523,2.974087
2.8120003,2.8995252
2.8012052,3.104022
2.7207818,2.9669714
2.6542284,2.8802667
2.6524234,2.978694
2.6358097,2.9407303
2.5901885,2.9049544
2.5343595,2.8535047
2.538024,2.9053147
2.5756247,2.8816903
2.5260532,2.7367556
2.5374436,2.928668
2.4507706,2.7696698
2.4438372,2.960128
2.4208872,2.9518337
2.3757842,2.820433
2.382875,2.9948854
2.407896,2.7633953
2.352101,2.8556197
2.3307562,2.7558372
2.2775202,2.7887003
2.3171494,2.672697
2.278823,2.7842393
2.2587843,2.8572047
2.2751899,2.69652
2.2732823,2.6956635
2.292905,2.7116992
2.2374225,2.7478845
2.243217,2.808165
2.2561462,2.8174872
2.2289498,2.825797
2.188705,2.8963242
2.207593,2.7571483
2.200921,2.9781518
2.2273004,2.7463195
2.2258747,2.737797
2.209105,2.7827895
2.2102172,2.8055365
2.204102,2.8472257
2.1984253,2.736487
2.2378838,2.7114434
2.1513443,2.701529
2.1967592,2.7323465
2.1840358,2.7200706
2.145563,2.7556493
2.2141364,2.7315266
2.1425304,2.7168505
2.169484,2.844872
2.1259453,2.8136427
2.1671112,2.750134
2.1519623,2.714035
2.1229517,2.727003
2.1356812,2.8506057
2.098066,2.7405872
2.1070476,2.742042
2.1149602,2.7628868
