train_loss,val_loss
2.5418143,4.9937315
2.5458374,5.1883106
2.5868807,4.849866
2.6599305,5.170485
2.5650187,5.030142
2.6229947,5.0012684
2.5467544,5.159685
2.4632483,4.8875604
2.2747347,4.816861
2.2824821,4.6981816
2.0737295,4.592897
2.1078422,4.4359956
2.005585,4.4843235
2.0783355,4.21303
1.9722015,4.1766033
1.9133629,4.2586765
1.9040135,4.495326
1.9089245,4.039458
1.9820236,4.3421383
1.9326553,4.1356177
1.9215463,4.108131
1.8943928,4.227347
1.8770705,3.9914308
1.7733411,4.004508
1.7128972,4.1942387
1.7462914,4.0508757
1.7291937,4.001376
1.709717,3.6760046
1.6299405,3.9850566
1.655475,4.0718474
1.6491957,4.3685446
1.6428485,3.8629713
1.7206984,3.8051636
1.707435,3.6758232
1.6833481,3.973965
1.6936527,4.15341
1.6610494,4.0762215
1.7096837,3.7451549
1.7162188,4.0300117
1.7346847,4.0027304
1.6674774,4.1123443
1.6458054,3.8513613
1.5992687,4.0848575
1.672609,4.1479154
1.7172282,4.29988
1.6896309,4.0444474
1.5962082,3.999969
1.6124122,3.855047
1.5418313,3.8295643
1.5432937,3.9914646
1.6016619,3.8355544
1.6115614,3.5668428
1.6070249,3.993707
1.6133168,3.94107
1.605715,3.9310167
1.5914792,4.08231
1.6190771,3.9778578
1.5617706,4.06463
1.6111395,4.0205584
1.6203333,3.790206
1.5422546,4.0563807
1.5774977,3.6042788
1.5651653,3.769828
1.5677307,3.7296097
1.5205353,4.141613
1.5825704,3.9480684
1.5531136,3.7546728
1.6190023,3.7423718
1.5541711,3.7508733
1.532627,3.9496076
1.6496141,4.006414
1.6304773,3.5455112
1.5463336,3.7690566
1.6041582,3.4615393
1.6003227,3.5900884
1.532146,3.8107436
1.5039353,3.852873
1.599784,3.783233
1.5890511,3.6984925
1.5414726,3.6018043
1.607861,3.827714
1.6057224,4.0092607
1.5743083,3.73704
1.6103202,3.7084513
1.6293728,3.7724338
1.6315689,3.6425478
1.5592092,3.7140856
1.5067902,4.036578
1.5410097,3.704972
1.592617,3.823329
1.4869466,3.458672
1.4053508,4.1018534
1.5276707,3.9692373
1.478658,3.6843467
1.4392291,3.3204598
