train_loss,val_loss
4.032757,4.5451117
3.7282615,4.399896
3.453341,4.2346387
3.2138264,3.9888127
2.5273883,4.1043563
2.1551216,3.1179988
2.1749377,3.090503
2.1082487,3.131991
2.0382183,3.179693
2.0837324,3.143792
2.1248934,3.0725617
2.0774896,3.1418903
2.0779083,3.1401513
2.124761,3.1889942
2.0958872,3.1607187
2.0661035,3.2243984
2.0852718,3.1861293
2.0884006,3.2110357
2.0040588,3.225467
2.0917897,3.2245963
2.1569867,3.179861
2.1219275,3.2128239
2.1652615,3.1879892
2.0705404,3.2126925
2.2174432,3.204767
2.1062129,3.218089
2.2388413,3.2172132
2.236829,3.2243307
2.1037602,3.2228909
2.2074556,3.2205079
2.2497234,3.2219384
2.2905757,2.9917512
2.1893413,3.22661
2.166266,3.2338417
2.2218184,3.245928
2.184174,3.2404444
2.2286782,3.226715
2.243696,3.222746
2.1842453,3.226518
2.1663985,3.0450046
2.1081414,3.2517917
2.0760663,3.1282804
2.049973,3.2327237
2.0502133,3.2521696
2.048405,3.2590332
1.9827973,3.252353
2.0488775,3.2935996
1.9583777,3.3148854
1.9273709,3.308159
1.8773203,3.3181934
1.8681124,3.3286994
1.8467629,3.3362656
1.8054805,3.3548715
1.7970688,3.340629
1.7467194,3.3189623
1.6659781,3.3096726
1.6139773,3.2761195
