train_loss,val_loss
2.2486963,2.46322
2.110632,2.5360823
2.0937352,2.5348291
2.0772495,2.4517787
2.0702052,2.4901335
2.0633202,2.6055324
2.05874,2.4908116
2.0587428,2.4464655
2.0462441,2.5150156
2.0435543,2.4545949
2.0506485,2.500718
2.0374508,2.4858396
2.036263,2.469511
2.0321631,2.394344
2.0166602,2.4628837
2.0140219,2.4152236
2.0153086,2.428549
2.013572,2.6008756
2.0075088,2.3786602
2.0045178,2.5201778
2.0145338,2.376782
2.008449,2.401827
2.0096743,2.4185412
2.0203388,2.420866
2.0147843,2.4155285
2.0184846,2.40084
2.0120125,2.4252613
2.0146153,2.3955526
2.0039814,2.3994358
2.0020466,2.4988616
2.0021102,2.4102688
2.0020134,2.3794606
1.9961088,2.3914123
1.9960622,2.3860545
2.0026467,2.4159825
