train_loss,val_loss
3.0163684,3.079845
2.595381,2.8777997
2.4679565,2.8309312
2.4140787,2.876242
2.3482392,2.8085523
2.3621151,2.7502716
2.3343327,3.0069861
2.3089073,2.713322
2.2808795,2.755368
2.2762744,2.9237094
2.2683487,2.854875
2.2532635,2.819077
2.2440813,3.0275474
2.2035606,2.8280337
2.2076344,2.7666793
2.2038598,2.9872315
2.17619,2.7133367
2.1704316,2.850779
2.1662436,2.813422
2.1706223,2.8048584
2.1518707,2.746091
2.1254785,2.801436
2.1196284,2.8497279
2.129473,2.8542504
2.079713,2.7275805
2.1363568,2.7970936
2.094427,2.8154263
2.1153154,3.0837846
2.1327178,2.8036723
2.1073236,2.7543294
2.101135,2.803593
2.0988915,2.777845
2.1014647,2.863858
2.092747,2.9190304
2.1335998,3.1996043
2.1514196,2.854884
2.1093657,2.880207
2.1085517,2.8596776
2.0669525,2.9015472
2.1236913,2.8784049
2.0937138,2.8795276
2.1160762,2.8924236
2.0918505,2.780601
2.0836818,2.7898536
2.0692656,2.7846258
