train_loss,val_loss
3.2772598,3.346828
3.2145293,3.3415248
3.1945777,3.3181844
3.2228317,3.3416834
3.2093356,3.3356233
3.249746,3.3473353
3.215673,3.3405821
3.2109551,3.3389797
3.2099082,3.3379786
3.2093277,3.3378077
3.2084131,3.335578
3.2090821,3.3411992
3.2109728,3.338324
3.209277,3.337743
3.2043364,3.3308377
3.2051752,3.3348348
3.2922442,3.4181125
3.258663,3.3599062
3.3594806,3.2930334
3.119105,3.2673786
3.125868,3.2667124
3.1106079,3.2654302
3.1097267,3.2652812
3.1093519,3.2650278
3.1090994,3.2650032
3.1089826,3.2650106
3.108956,3.2648551
3.111955,3.270201
