train_loss,val_loss
3.0314355,3.197412
2.982607,3.2597294
2.871986,2.9507768
2.7987642,3.0478458
2.7438064,2.9953182
2.6841843,3.0105932
2.7305472,2.908421
2.661138,2.8569903
2.5753517,3.0963478
2.5725715,2.8854282
2.5868258,3.2348764
2.5536575,2.8287156
2.516094,3.027336
2.4810693,2.8102393
2.5210469,2.8125653
2.449469,3.0021882
2.4085104,2.7537534
2.375714,2.7309115
2.3648276,2.8478227
2.3250515,2.76682
2.3844354,2.7451751
2.3572116,2.923579
2.35178,2.6588407
2.278267,2.7620168
2.259037,2.7116947
2.239876,2.739727
2.2092838,2.745183
2.1804743,2.9562426
2.1921782,2.8130474
2.152793,2.7942026
2.206139,2.7086482
2.1624677,2.711566
2.160393,2.7305982
2.1591494,2.7949102
2.0923557,2.8455408
2.1093931,2.7143788
2.101324,2.745891
2.0562572,2.7149646
2.0645888,2.7334182
2.0682092,2.6902032
2.0956311,2.6288114
2.0675404,2.8169372
2.0488296,2.6095328
2.0083122,2.7741404
2.0210128,2.6718671
2.0399523,2.6854787
2.0390992,2.7500477
2.0102108,2.6721458
1.9862555,2.6788943
2.014466,2.7313697
1.989636,2.6270394
1.9710112,2.6812465
1.9581833,2.6917005
1.9685345,2.7254996
1.9626089,2.8227618
1.948186,2.6659973
1.9598807,2.6677947
1.9706933,2.643401
1.9560034,2.7054274
1.9392357,2.7975216
