train_loss,val_loss
3.033366,3.208574
3.014751,3.3428915
3.013773,3.2081954
3.0125952,3.3213959
3.0113544,3.2169917
3.0048003,3.2132638
3.007169,3.2075384
3.0136526,3.2086124
3.0157158,3.2865024
3.0097837,3.315566
3.0178113,3.392418
3.0071504,3.2086375
3.0142527,3.4363697
3.0112693,3.2417498
3.0121956,3.210155
3.0139823,3.232641
3.009612,3.2166545
3.0085275,3.2074482
3.009389,3.2783492
3.0068219,3.2079804
3.013612,3.2083564
3.007338,3.2130892
3.0065463,3.2159643
3.004741,3.233119
3.0089226,3.2093415
3.002232,3.2190065
3.0198123,3.2214582
3.014582,3.264431
3.0065958,3.2174976
3.0079303,3.2698991
3.004711,3.2132738
3.0065334,3.2074866
2.999842,3.225516
3.001478,3.263681
3.004311,3.2096283
3.0081754,3.2075388
3.0048509,3.2142146
3.006955,3.2106428
3.0014408,3.2311475
3.0254817,3.2076893
3.0034556,3.2262425
3.0137517,3.2185984
3.0054367,3.2464838
3.0125659,3.2077973
3.0097756,3.222111
3.004571,3.2078376
3.0093746,3.2220197
3.0328891,3.209498
3.0086088,3.2165816
3.008809,3.2159526
3.009892,3.2104747
3.0087335,3.2369092
3.0091958,3.2319932
3.0097375,3.316924
3.0162115,3.2079484
3.0095506,3.256896
3.0143461,3.229809
3.0077891,3.2244918
3.0123796,3.218854
3.0118454,3.210838
2.998102,3.2082856
3.015169,3.2076461
3.0247102,3.2537189
3.0068207,3.215181
3.0084531,3.2074819
3.0131326,3.235108
3.0114074,3.235195
3.015912,3.2245111
3.025289,3.2076893
3.0091224,3.210396
3.0089145,3.2118204
3.0145535,3.2251987
3.014102,3.2117517
3.0147421,3.2510233
3.0055392,3.2188869
3.0053484,3.2033086
3.022601,3.226308
3.010014,3.208012
3.0062952,3.2500494
3.0034873,3.209418
3.002127,3.2270236
3.0036,3.2120943
3.0124316,3.2124646
3.0095038,3.234486
3.0084627,3.2217143
